cellid,predicted_label
C3_P2_M8_L001,Rejected
C3_P4_M8_L001,Rejected
C6_P3_M8_L001,Rejected
C6_P4_M8_L001,Rejected
D10_P1_M8_L001,0
D3_P3_M8_L001,0
E12_P2_M8_L001,0
E2_P3_M8_L001,Rejected
E4_P4_M8_L001,0
E6_P2_M8_L001,0
E7_P1_M8_L001,0
F8_P1_M8_L001,0
G11_P2_M8_L001,0
G3_P2_M8_L001,Rejected
G4_P2_M8_L001,0
G6_P1_M8_L001,0
G8_P4_M8_L001,Rejected
H12_P1_M8_L001,0
H1_P2_M8_L001,Rejected
H1_P3_M8_L001,0
H5_P4_M8_L001,0
H8_P4_M8_L001,Rejected
A12_P2_M67_L001,Rejected
A2_P1_M67_L001,0
A4_P2_M67_L001,Rejected
A5_P1_M67_L001,Rejected
A5_P3_M67_L001,Rejected
A6_P2_M67_L001,0
A7_P2_M67_L001,0
A7_P4_M67_L001,Rejected
B11_P1_M67_L001,0
B11_P4_M67_L001,0
B12_P1_M67_L001,Rejected
B12_P3_M67_L001,0
B12_P4_M67_L001,0
B1_P1_M67_L001,0
B1_P3_M67_L001,Rejected
B1_P4_M67_L001,0
B4_P2_M67_L001,0
B4_P4_M67_L001,0
B7_P3_M67_L001,0
B8_P3_M67_L001,0
C10_P1_M67_L001,Rejected
C12_P2_M67_L001,0
C3_P2_M67_L001,Rejected
C3_P3_M67_L001,Rejected
C5_P4_M67_L001,0
C7_P3_M67_L001,Rejected
C7_P4_M67_L001,Rejected
C8_P1_M67_L001,0
C9_P1_M67_L001,0
D12_P2_M67_L001,Rejected
D2_P1_M67_L001,0
D2_P2_M67_L001,Rejected
D6_P2_M67_L001,Rejected
D7_P1_M67_L001,0
D7_P2_M67_L001,0
D8_P1_M67_L001,Rejected
D8_P3_M67_L001,0
D9_P3_M67_L001,0
E10_P2_M67_L001,0
E11_P3_M67_L001,Rejected
E12_P1_M67_L001,Rejected
E2_P4_M67_L001,0
E3_P2_M67_L001,0
E4_P3_M67_L001,Rejected
E5_P1_M67_L001,0
E6_P2_M67_L001,0
E7_P3_M67_L001,Rejected
E8_P3_M67_L001,0
E8_P4_M67_L001,0
F11_P1_M67_L001,Rejected
F12_P1_M67_L001,0
F2_P2_M67_L001,0
F2_P3_M67_L001,Rejected
F3_P2_M67_L001,Rejected
F4_P3_M67_L001,0
F4_P4_M67_L001,0
F6_P3_M67_L001,Rejected
F6_P4_M67_L001,0
F9_P1_M67_L001,0
G10_P1_M67_L001,Rejected
G10_P3_M67_L001,0
G11_P2_M67_L001,Rejected
G1_P4_M67_L001,0
G2_P1_M67_L001,0
G6_P1_M67_L001,0
G6_P4_M67_L001,0
G7_P1_M67_L001,0
G8_P4_M67_L001,0
G9_P3_M67_L001,Rejected
G9_P4_M67_L001,Rejected
H12_P1_M67_L001,Rejected
H1_P1_M67_L001,0
H1_P4_M67_L001,0
H5_P1_M67_L001,0
A10_P6_M60.B1_L001,Rejected
A10_P7_M60.B1_L001,1
A11_P7_M60.B1_L001,1
A2_P6_M60.B1_L001,Rejected
A2_P8_M60.B1_L001,Rejected
A3_P6_M60.B1_L001,Rejected
A3_P7_M60.B1_L001,Rejected
A4_P8_M60.B1_L001,Rejected
A5_P6_M60.B1_L001,1
A5_P8_M60.B1_L001,Rejected
A6_P7_M60.B1_L001,1
B10_P7_M60.B1_L001,Rejected
B11_P7_M60.B1_L001,Rejected
B11_P9_M60.B1_L001,1
B12_P6_M60.B1_L001,1
B12_P7_M60.B1_L001,1
B12_P8_M60.B1_L001,Rejected
B12_P9_M60.B1_L001,1
B1_P6_M60.B1_L001,Rejected
B1_P7_M60.B1_L001,Rejected
B2_P6_M60.B1_L001,1
B2_P9_M60.B1_L001,1
B5_P7_M60.B1_L001,1
B5_P9_M60.B1_L001,Rejected
B6_P7_M60.B1_L001,Rejected
B6_P9_M60.B1_L001,1
B7_P6_M60.B1_L001,1
B7_P7_M60.B1_L001,1
B7_P8_M60.B1_L001,Rejected
B8_P6_M60.B1_L001,1
B9_P9_M60.B1_L001,1
C10_P6_M60.B1_L001,1
C10_P9_M60.B1_L001,1
C11_P6_M60.B1_L001,Rejected
C12_P8_M60.B1_L001,1
C1_P9_M60.B1_L001,Rejected
C2_P6_M60.B1_L001,Rejected
C3_P8_M60.B1_L001,1
C4_P7_M60.B1_L001,1
C5_P8_M60.B1_L001,1
C8_P9_M60.B1_L001,Rejected
D10_P6_M60.B1_L001,1
D10_P8_M60.B1_L001,Rejected
D10_P9_M60.B1_L001,Rejected
D11_P9_M60.B1_L001,1
D12_P7_M60.B1_L001,Rejected
D12_P9_M60.B1_L001,1
D1_P6_M60.B1_L001,1
D1_P9_M60.B1_L001,1
D3_P8_M60.B1_L001,Rejected
D4_P6_M60.B1_L001,Rejected
D4_P7_M60.B1_L001,Rejected
D4_P8_M60.B1_L001,Rejected
D5_P7_M60.B1_L001,1
D5_P8_M60.B1_L001,Rejected
D5_P9_M60.B1_L001,1
D6_P6_M60.B1_L001,1
D6_P8_M60.B1_L001,Rejected
D9_P9_M60.B1_L001,1
E10_P6_M60.B1_L001,1
E10_P8_M60.B1_L001,1
E11_P8_M60.B1_L001,Rejected
E11_P9_M60.B1_L001,Rejected
E12_P6_M60.B1_L001,Rejected
E12_P9_M60.B1_L001,Rejected
E1_P6_M60.B1_L001,Rejected
E1_P8_M60.B1_L001,1
E2_P6_M60.B1_L001,Rejected
E2_P9_M60.B1_L001,Rejected
E3_P6_M60.B1_L001,Rejected
E3_P8_M60.B1_L001,Rejected
E3_P9_M60.B1_L001,Rejected
E4_P9_M60.B1_L001,Rejected
E5_P9_M60.B1_L001,1
E6_P7_M60.B1_L001,Rejected
E7_P6_M60.B1_L001,1
E7_P7_M60.B1_L001,1
E8_P8_M60.B1_L001,Rejected
F10_P6_M60.B1_L001,Rejected
F10_P8_M60.B1_L001,1
F11_P7_M60.B1_L001,Rejected
F12_P8_M60.B1_L001,1
F1_P6_M60.B1_L001,1
F1_P9_M60.B1_L001,1
F2_P7_M60.B1_L001,1
F2_P8_M60.B1_L001,Rejected
F3_P6_M60.B1_L001,1
F4_P6_M60.B1_L001,1
F5_P8_M60.B1_L001,Rejected
F5_P9_M60.B1_L001,1
F6_P6_M60.B1_L001,Rejected
F7_P6_M60.B1_L001,1
F7_P8_M60.B1_L001,1
F8_P7_M60.B1_L001,Rejected
F8_P8_M60.B1_L001,1
F9_P7_M60.B1_L001,Rejected
F9_P8_M60.B1_L001,Rejected
G10_P9_M60.B1_L001,Rejected
G12_P6_M60.B1_L001,Rejected
G12_P7_M60.B1_L001,Rejected
G12_P8_M60.B1_L001,Rejected
G2_P7_M60.B1_L001,Rejected
G3_P8_M60.B1_L001,1
G3_P9_M60.B1_L001,Rejected
G4_P6_M60.B1_L001,Rejected
G5_P6_M60.B1_L001,Rejected
G6_P6_M60.B1_L001,1
G6_P9_M60.B1_L001,1
G7_P6_M60.B1_L001,1
G7_P7_M60.B1_L001,Rejected
H10_P9_M60.B1_L001,1
H11_P6_M60.B1_L001,1
H11_P8_M60.B1_L001,1
H12_P6_M60.B1_L001,Rejected
H12_P7_M60.B1_L001,1
H12_P8_M60.B1_L001,1
H12_P9_M60.B1_L001,Rejected
H1_P7_M60.B1_L001,1
H1_P8_M60.B1_L001,1
H1_P9_M60.B1_L001,Rejected
H2_P7_M60.B1_L001,Rejected
H2_P8_M60.B1_L001,Rejected
H2_P9_M60.B1_L001,Rejected
H3_P6_M60.B1_L001,Rejected
H3_P8_M60.B1_L001,Rejected
H3_P9_M60.B1_L001,1
H4_P6_M60.B1_L001,1
H4_P7_M60.B1_L001,1
H5_P6_M60.B1_L001,1
H5_P7_M60.B1_L001,1
H6_P8_M60.B1_L001,1
H7_P8_M60.B1_L001,Rejected
H8_P7_M60.B1_L001,Rejected
H8_P8_M60.B1_L001,Rejected
H9_P7_M60.B1_L001,1
A10_P7_M63.B1,1
A10_P8_M63.B1,Rejected
A11_P6_M63.B1,Rejected
A11_P7_M63.B1,Rejected
A11_P8_M63.B1,Rejected
A12_P7_M63.B1,Rejected
A12_P8_M63.B1,1
A2_P6_M63.B1,Rejected
A2_P8_M63.B1,Rejected
A2_P9_M63.B1,Rejected
A3_P7_M63.B1,Rejected
A3_P8_M63.B1,Rejected
A4_P6_M63.B1,Rejected
A4_P7_M63.B1,1
A4_P8_M63.B1,Rejected
A5_P6_M63.B1,Rejected
A5_P8_M63.B1,Rejected
A6_P7_M63.B1,Rejected
A7_P9_M63.B1,Rejected
A9_P6_M63.B1,Rejected
A9_P9_M63.B1,1
B12_P8_M63.B1,Rejected
B12_P9_M63.B1,Rejected
B1_P7_M63.B1,Rejected
B1_P9_M63.B1,Rejected
B2_P8_M63.B1,Rejected
B3_P6_M63.B1,Rejected
B4_P6_M63.B1,Rejected
B4_P8_M63.B1,Rejected
B4_P9_M63.B1,1
B5_P6_M63.B1,Rejected
B6_P8_M63.B1,Rejected
B6_P9_M63.B1,Rejected
B7_P9_M63.B1,Rejected
B8_P8_M63.B1,Rejected
B9_P7_M63.B1,1
C10_P7_M63.B1,1
C11_P6_M63.B1,Rejected
C12_P7_M63.B1,1
C12_P9_M63.B1,1
C2_P8_M63.B1,Rejected
C3_P9_M63.B1,Rejected
C5_P6_M63.B1,Rejected
C5_P7_M63.B1,1
C5_P9_M63.B1,Rejected
C6_P6_M63.B1,Rejected
C6_P7_M63.B1,1
C6_P8_M63.B1,1
C7_P8_M63.B1,Rejected
C8_P8_M63.B1,Rejected
C9_P6_M63.B1,1
D10_P9_M63.B1,Rejected
D11_P6_M63.B1,Rejected
D11_P9_M63.B1,Rejected
D12_P8_M63.B1,1
D12_P9_M63.B1,Rejected
D1_P8_M63.B1,1
D1_P9_M63.B1,Rejected
D2_P6_M63.B1,Rejected
D3_P9_M63.B1,Rejected
D4_P7_M63.B1,Rejected
D5_P9_M63.B1,Rejected
D6_P8_M63.B1,Rejected
D6_P9_M63.B1,Rejected
D7_P6_M63.B1,Rejected
D8_P7_M63.B1,Rejected
D8_P9_M63.B1,Rejected
D9_P6_M63.B1,Rejected
E10_P6_M63.B1,Rejected
E10_P8_M63.B1,1
E10_P9_M63.B1,Rejected
E12_P6_M63.B1,Rejected
E12_P8_M63.B1,1
E1_P7_M63.B1,Rejected
E1_P8_M63.B1,Rejected
E2_P6_M63.B1,Rejected
E4_P6_M63.B1,Rejected
E4_P7_M63.B1,Rejected
E5_P8_M63.B1,1
E5_P9_M63.B1,Rejected
E6_P7_M63.B1,Rejected
E6_P9_M63.B1,1
E7_P6_M63.B1,Rejected
E7_P8_M63.B1,Rejected
E8_P7_M63.B1,Rejected
F10_P9_M63.B1,Rejected
F11_P8_M63.B1,1
F11_P9_M63.B1,1
F12_P6_M63.B1,Rejected
F12_P9_M63.B1,Rejected
F1_P6_M63.B1,Rejected
F1_P8_M63.B1,Rejected
F2_P6_M63.B1,1
F2_P7_M63.B1,1
F2_P8_M63.B1,Rejected
F3_P9_M63.B1,1
F4_P7_M63.B1,1
F4_P9_M63.B1,Rejected
F5_P7_M63.B1,Rejected
F6_P6_M63.B1,Rejected
F7_P9_M63.B1,Rejected
F8_P6_M63.B1,Rejected
F9_P8_M63.B1,Rejected
G10_P9_M63.B1,Rejected
G11_P9_M63.B1,Rejected
G12_P6_M63.B1,Rejected
G12_P9_M63.B1,Rejected
G1_P8_M63.B1,1
G2_P7_M63.B1,Rejected
G4_P6_M63.B1,Rejected
G5_P6_M63.B1,Rejected
G8_P7_M63.B1,1
G8_P9_M63.B1,Rejected
G9_P6_M63.B1,1
H10_P6_M63.B1,Rejected
H10_P7_M63.B1,1
H10_P9_M63.B1,Rejected
H11_P6_M63.B1,1
H12_P6_M63.B1,Rejected
H1_P7_M63.B1,1
H4_P9_M63.B1,Rejected
H6_P6_M63.B1,Rejected
H6_P9_M63.B1,Rejected
H7_P7_M63.B1,Rejected
H7_P9_M63.B1,1
H8_P7_M63.B1,1
H8_P9_M63.B1,1
A11_P2_MMD4_L001,Rejected
A3_P5_MMD4_L001,Rejected
A5_P2_MMD4_L001,Rejected
A5_P3_MMD4_L001,1
A5_P5_MMD4_L001,Rejected
A6_P3_MMD4_L001,Rejected
A8_P2_MMD4_L001,Rejected
A8_P3_MMD4_L001,Rejected
A8_P5_MMD4_L001,Rejected
A9_P3_MMD4_L001,Rejected
B10_P2_MMD4_L001,1
B11_P4_MMD4_L001,Rejected
B11_P5_MMD4_L001,Rejected
B1_P4_MMD4_L001,Rejected
B8_P2_MMD4_L001,Rejected
B8_P5_MMD4_L001,1
B9_P2_MMD4_L001,Rejected
C10_P3_MMD4_L001,Rejected
C10_P5_MMD4_L001,Rejected
C1_P2_MMD4_L001,Rejected
C1_P3_MMD4_L001,Rejected
C2_P4_MMD4_L001,Rejected
C4_P2_MMD4_L001,Rejected
C4_P3_MMD4_L001,Rejected
C7_P3_MMD4_L001,Rejected
C7_P5_MMD4_L001,Rejected
C8_P3_MMD4_L001,1
C9_P3_MMD4_L001,Rejected
C9_P4_MMD4_L001,1
D10_P2_MMD4_L001,Rejected
D10_P3_MMD4_L001,Rejected
D11_P4_MMD4_L001,1
D3_P4_MMD4_L001,Rejected
D4_P3_MMD4_L001,Rejected
D6_P4_MMD4_L001,1
D7_P3_MMD4_L001,1
D8_P2_MMD4_L001,Rejected
D8_P3_MMD4_L001,Rejected
D9_P4_MMD4_L001,Rejected
E10_P3_MMD4_L001,Rejected
E10_P4_MMD4_L001,Rejected
E11_P3_MMD4_L001,Rejected
E11_P4_MMD4_L001,Rejected
E1_P4_MMD4_L001,Rejected
E4_P4_MMD4_L001,Rejected
E5_P3_MMD4_L001,Rejected
E5_P5_MMD4_L001,Rejected
E6_P2_MMD4_L001,Rejected
E8_P4_MMD4_L001,Rejected
E9_P3_MMD4_L001,Rejected
F10_P4_MMD4_L001,Rejected
F12_P3_MMD4_L001,Rejected
F12_P4_MMD4_L001,Rejected
F1_P4_MMD4_L001,Rejected
F2_P3_MMD4_L001,Rejected
F3_P3_MMD4_L001,Rejected
F3_P4_MMD4_L001,1
F6_P3_MMD4_L001,Rejected
F7_P3_MMD4_L001,Rejected
G10_P4_MMD4_L001,Rejected
G10_P5_MMD4_L001,Rejected
G11_P2_MMD4_L001,1
G11_P4_MMD4_L001,Rejected
G12_P4_MMD4_L001,1
G1_P2_MMD4_L001,Rejected
G1_P4_MMD4_L001,Rejected
G3_P5_MMD4_L001,Rejected
G4_P3_MMD4_L001,Rejected
G5_P3_MMD4_L001,Rejected
G5_P5_MMD4_L001,Rejected
G6_P4_MMD4_L001,Rejected
G6_P5_MMD4_L001,Rejected
G7_P3_MMD4_L001,Rejected
G7_P5_MMD4_L001,Rejected
H10_P3_MMD4_L001,Rejected
H10_P5_MMD4_L001,Rejected
H11_P2_MMD4_L001,1
H12_P4_MMD4_L001,Rejected
H1_P4_MMD4_L001,Rejected
H1_P5_MMD4_L001,1
H2_P3_MMD4_L001,Rejected
H7_P5_MMD4_L001,Rejected
H9_P2_MMD4_L001,Rejected
A10_P6_MMD4_L001,Rejected
C8_P6_MMD4_L001,Rejected
D10_P6_MMD4_L001,Rejected
F10_P6_MMD4_L001,Rejected
F11_P6_MMD4_L001,1
F4_P6_MMD4_L001,Rejected
G12_P6_MMD4_L001,1
H1_P6_MMD4_L001,1
H3_P6_MMD4_L001,1
H4_P6_MMD4_L001,1
H5_P6_MMD4_L001,1
H9_P6_MMD4_L001,Rejected
A10_P3_MMD5_L001,Rejected
A11_P11_MMD5_L001,1
A12_P3_MMD5_L001,Rejected
A2_P11_MMD5_L001,1
A3_P11_MMD5_L001,Rejected
A4_P9_MMD5_L001,1
A5_P10_MMD5_L001,1
A5_P11_MMD5_L001,1
A6_P9_MMD5_L001,Rejected
A7_P10_MMD5_L001,1
A7_P11_MMD5_L001,Rejected
A8_P3_MMD5_L001,1
A9_P11_MMD5_L001,Rejected
A9_P9_MMD5_L001,1
B10_P11_MMD5_L001,Rejected
B10_P9_MMD5_L001,1
B11_P3_MMD5_L001,1
B12_P11_MMD5_L001,1
B1_P10_MMD5_L001,Rejected
B2_P9_MMD5_L001,Rejected
B3_P10_MMD5_L001,1
B3_P11_MMD5_L001,1
B3_P3_MMD5_L001,Rejected
B4_P10_MMD5_L001,Rejected
B4_P3_MMD5_L001,1
B6_P10_MMD5_L001,Rejected
B6_P11_MMD5_L001,Rejected
B6_P9_MMD5_L001,1
B8_P10_MMD5_L001,Rejected
B8_P3_MMD5_L001,Rejected
B9_P3_MMD5_L001,Rejected
C10_P9_MMD5_L001,Rejected
C11_P10_MMD5_L001,Rejected
C11_P11_MMD5_L001,Rejected
C1_P10_MMD5_L001,Rejected
C2_P10_MMD5_L001,Rejected
C3_P10_MMD5_L001,Rejected
C4_P11_MMD5_L001,Rejected
C5_P11_MMD5_L001,Rejected
C5_P9_MMD5_L001,Rejected
C6_P3_MMD5_L001,1
C7_P3_MMD5_L001,Rejected
C7_P9_MMD5_L001,1
C8_P10_MMD5_L001,Rejected
D10_P10_MMD5_L001,Rejected
D10_P11_MMD5_L001,Rejected
D11_P11_MMD5_L001,Rejected
D12_P11_MMD5_L001,Rejected
D4_P3_MMD5_L001,1
D6_P9_MMD5_L001,Rejected
D7_P3_MMD5_L001,Rejected
D8_P11_MMD5_L001,1
E10_P10_MMD5_L001,1
E10_P9_MMD5_L001,Rejected
E11_P9_MMD5_L001,Rejected
E12_P10_MMD5_L001,Rejected
E1_P3_MMD5_L001,Rejected
E1_P9_MMD5_L001,1
E3_P11_MMD5_L001,Rejected
E4_P9_MMD5_L001,1
E5_P9_MMD5_L001,Rejected
E6_P9_MMD5_L001,1
E7_P10_MMD5_L001,1
E7_P11_MMD5_L001,Rejected
E7_P3_MMD5_L001,Rejected
E8_P9_MMD5_L001,Rejected
E9_P10_MMD5_L001,Rejected
E9_P11_MMD5_L001,1
E9_P3_MMD5_L001,1
F10_P11_MMD5_L001,Rejected
F10_P9_MMD5_L001,1
F11_P10_MMD5_L001,1
F12_P10_MMD5_L001,Rejected
F12_P3_MMD5_L001,1
F1_P10_MMD5_L001,Rejected
F1_P11_MMD5_L001,Rejected
F2_P3_MMD5_L001,Rejected
F2_P9_MMD5_L001,Rejected
F3_P10_MMD5_L001,1
F4_P9_MMD5_L001,Rejected
F5_P10_MMD5_L001,Rejected
F5_P9_MMD5_L001,1
F6_P9_MMD5_L001,1
F8_P3_MMD5_L001,Rejected
F9_P9_MMD5_L001,1
G11_P10_MMD5_L001,Rejected
G11_P9_MMD5_L001,Rejected
G12_P9_MMD5_L001,1
G1_P11_MMD5_L001,Rejected
G1_P9_MMD5_L001,Rejected
G2_P3_MMD5_L001,1
G3_P10_MMD5_L001,Rejected
G4_P11_MMD5_L001,Rejected
G4_P9_MMD5_L001,Rejected
G6_P11_MMD5_L001,1
G6_P9_MMD5_L001,Rejected
G7_P11_MMD5_L001,Rejected
G9_P3_MMD5_L001,Rejected
H10_P10_MMD5_L001,Rejected
H10_P11_MMD5_L001,1
H10_P9_MMD5_L001,1
H11_P10_MMD5_L001,1
H11_P11_MMD5_L001,Rejected
H11_P9_MMD5_L001,1
H12_P10_MMD5_L001,Rejected
H12_P11_MMD5_L001,1
H1_P11_MMD5_L001,Rejected
H3_P10_MMD5_L001,Rejected
H3_P9_MMD5_L001,1
H4_P3_MMD5_L001,Rejected
H5_P11_MMD5_L001,1
H5_P9_MMD5_L001,Rejected
H6_P9_MMD5_L001,Rejected
H7_P11_MMD5_L001,1
H7_P9_MMD5_L001,Rejected
H8_P11_MMD5_L001,Rejected
H8_P9_MMD5_L001,Rejected
H9_P11_MMD5_L001,1
H9_P3_MMD5_L001,Rejected
A10_P6_MMD2.36B_L001,0
A11_P10_MMD2.36B_L001,Rejected
A11_P9_MMD2.36B_L001,Rejected
A12_P10_MMD2.36B_L001,0
A12_P8_MMD2.36B_L001,Rejected
A2_P8_MMD2.36B_L001,Rejected
A2_P9_MMD2.36B_L001,Rejected
A3_P10_MMD2.36B_L001,0
A4_P10_MMD2.36B_L001,0
A4_P8_MMD2.36B_L001,Rejected
A4_P9_MMD2.36B_L001,0
A5_P10_MMD2.36B_L001,Rejected
A6_P10_MMD2.36B_L001,0
A6_P8_MMD2.36B_L001,Rejected
A8_P6_MMD2.36B_L001,0
A9_P6_MMD2.36B_L001,Rejected
B10_P8_MMD2.36B_L001,Rejected
B11_P8_MMD2.36B_L001,0
B12_P9_MMD2.36B_L001,Rejected
B1_P9_MMD2.36B_L001,0
B2_P8_MMD2.36B_L001,Rejected
B3_P6_MMD2.36B_L001,0
B3_P8_MMD2.36B_L001,Rejected
B3_P9_MMD2.36B_L001,0
B6_P6_MMD2.36B_L001,Rejected
B6_P8_MMD2.36B_L001,Rejected
B7_P8_MMD2.36B_L001,0
B8_P9_MMD2.36B_L001,0
B9_P6_MMD2.36B_L001,Rejected
C10_P6_MMD2.36B_L001,Rejected
C10_P8_MMD2.36B_L001,Rejected
C11_P8_MMD2.36B_L001,Rejected
C12_P6_MMD2.36B_L001,Rejected
C12_P8_MMD2.36B_L001,0
C1_P10_MMD2.36B_L001,0
C1_P6_MMD2.36B_L001,0
C2_P6_MMD2.36B_L001,Rejected
C5_P10_MMD2.36B_L001,0
C5_P6_MMD2.36B_L001,Rejected
C6_P10_MMD2.36B_L001,0
C6_P6_MMD2.36B_L001,0
C7_P10_MMD2.36B_L001,0
C8_P9_MMD2.36B_L001,0
C9_P6_MMD2.36B_L001,Rejected
C9_P9_MMD2.36B_L001,0
D1_P10_MMD2.36B_L001,Rejected
D2_P10_MMD2.36B_L001,0
D3_P10_MMD2.36B_L001,Rejected
D3_P8_MMD2.36B_L001,Rejected
D3_P9_MMD2.36B_L001,Rejected
D4_P9_MMD2.36B_L001,Rejected
D5_P8_MMD2.36B_L001,Rejected
D6_P9_MMD2.36B_L001,0
D7_P10_MMD2.36B_L001,Rejected
D7_P6_MMD2.36B_L001,Rejected
D7_P8_MMD2.36B_L001,Rejected
D9_P8_MMD2.36B_L001,0
E10_P6_MMD2.36B_L001,Rejected
E10_P8_MMD2.36B_L001,Rejected
E10_P9_MMD2.36B_L001,0
E11_P10_MMD2.36B_L001,0
E11_P6_MMD2.36B_L001,0
E12_P10_MMD2.36B_L001,Rejected
E12_P8_MMD2.36B_L001,Rejected
E12_P9_MMD2.36B_L001,0
E2_P9_MMD2.36B_L001,0
E3_P8_MMD2.36B_L001,Rejected
E4_P8_MMD2.36B_L001,0
E5_P8_MMD2.36B_L001,0
E5_P9_MMD2.36B_L001,Rejected
E6_P8_MMD2.36B_L001,Rejected
E7_P10_MMD2.36B_L001,Rejected
E8_P6_MMD2.36B_L001,0
E9_P8_MMD2.36B_L001,0
E9_P9_MMD2.36B_L001,Rejected
F10_P6_MMD2.36B_L001,Rejected
F11_P8_MMD2.36B_L001,Rejected
F11_P9_MMD2.36B_L001,0
F12_P10_MMD2.36B_L001,0
F3_P8_MMD2.36B_L001,0
F4_P6_MMD2.36B_L001,Rejected
F4_P8_MMD2.36B_L001,0
F5_P8_MMD2.36B_L001,0
F6_P8_MMD2.36B_L001,0
F8_P10_MMD2.36B_L001,Rejected
F9_P6_MMD2.36B_L001,0
G10_P8_MMD2.36B_L001,0
G11_P8_MMD2.36B_L001,0
G12_P10_MMD2.36B_L001,0
G3_P10_MMD2.36B_L001,Rejected
G3_P6_MMD2.36B_L001,0
G3_P8_MMD2.36B_L001,Rejected
G3_P9_MMD2.36B_L001,Rejected
G4_P10_MMD2.36B_L001,Rejected
G4_P6_MMD2.36B_L001,Rejected
G5_P10_MMD2.36B_L001,0
G5_P6_MMD2.36B_L001,0
G5_P8_MMD2.36B_L001,0
G6_P6_MMD2.36B_L001,Rejected
G7_P10_MMD2.36B_L001,0
G8_P9_MMD2.36B_L001,0
H10_P10_MMD2.36B_L001,Rejected
H10_P6_MMD2.36B_L001,Rejected
H11_P10_MMD2.36B_L001,0
H11_P8_MMD2.36B_L001,0
H12_P10_MMD2.36B_L001,Rejected
H12_P8_MMD2.36B_L001,Rejected
H1_P10_MMD2.36B_L001,0
H1_P8_MMD2.36B_L001,0
H2_P8_MMD2.36B_L001,0
H2_P9_MMD2.36B_L001,0
H3_P9_MMD2.36B_L001,0
H4_P10_MMD2.36B_L001,0
H5_P10_MMD2.36B_L001,Rejected
H5_P6_MMD2.36B_L001,Rejected
H5_P8_MMD2.36B_L001,Rejected
H5_P9_MMD2.36B_L001,0
H8_P10_MMD2.36B_L001,Rejected
H8_P9_MMD2.36B_L001,Rejected
H9_P6_MMD2.36B_L001,Rejected
A10_P5_M44_L001,Rejected
A11_P5_M44_L001,Rejected
A12_P4_M44_L001,Rejected
A12_P5_M44_L001,Rejected
A2_P4_M44_L001,Rejected
A3_P5_M44_L001,Rejected
A6_P4_M44_L001,Rejected
A7_P4_M44_L001,Rejected
A7_P5_M44_L001,Rejected
A9_P5_M44_L001,Rejected
B10_P1_M44_L001,Rejected
B10_P3_M44_L001,Rejected
B10_P5_M44_L001,Rejected
B11_P1_M44_L001,Rejected
B11_P3_M44_L001,Rejected
B11_P4_M44_L001,Rejected
B11_P5_M44_L001,Rejected
B12_P1_M44_L001,Rejected
B12_P3_M44_L001,Rejected
B12_P5_M44_L001,Rejected
B1_P1_M44_L001,Rejected
B1_P5_M44_L001,Rejected
B2_P1_M44_L001,Rejected
B3_P1_M44_L001,0
B3_P4_M44_L001,Rejected
B3_P5_M44_L001,Rejected
B4_P4_M44_L001,Rejected
B4_P5_M44_L001,Rejected
B5_P1_M44_L001,Rejected
B5_P3_M44_L001,Rejected
B5_P4_M44_L001,Rejected
B5_P5_M44_L001,0
B6_P3_M44_L001,Rejected
B7_P3_M44_L001,Rejected
B7_P5_M44_L001,Rejected
B8_P3_M44_L001,Rejected
B8_P5_M44_L001,0
B9_P3_M44_L001,Rejected
B9_P4_M44_L001,Rejected
B9_P5_M44_L001,0
C10_P1_M44_L001,Rejected
C10_P3_M44_L001,Rejected
C10_P4_M44_L001,Rejected
C11_P1_M44_L001,Rejected
C11_P3_M44_L001,Rejected
C12_P4_M44_L001,0
C12_P5_M44_L001,Rejected
C1_P3_M44_L001,Rejected
C1_P4_M44_L001,Rejected
C2_P1_M44_L001,Rejected
C3_P1_M44_L001,Rejected
C3_P3_M44_L001,Rejected
C4_P3_M44_L001,Rejected
C6_P1_M44_L001,0
C6_P3_M44_L001,Rejected
C6_P4_M44_L001,Rejected
C7_P1_M44_L001,Rejected
C7_P3_M44_L001,Rejected
C8_P4_M44_L001,0
C8_P5_M44_L001,Rejected
C9_P5_M44_L001,0
D10_P3_M44_L001,Rejected
D10_P4_M44_L001,Rejected
D10_P5_M44_L001,Rejected
D11_P3_M44_L001,Rejected
D12_P1_M44_L001,1
D12_P5_M44_L001,0
D1_P1_M44_L001,Rejected
D1_P3_M44_L001,Rejected
D1_P4_M44_L001,Rejected
D1_P5_M44_L001,0
D2_P1_M44_L001,0
D2_P3_M44_L001,Rejected
D4_P3_M44_L001,Rejected
D4_P5_M44_L001,Rejected
D5_P5_M44_L001,Rejected
D6_P1_M44_L001,Rejected
D6_P4_M44_L001,0
D7_P1_M44_L001,Rejected
D7_P3_M44_L001,0
D7_P4_M44_L001,Rejected
D9_P4_M44_L001,Rejected
D9_P5_M44_L001,0
E10_P1_M44_L001,Rejected
E10_P3_M44_L001,Rejected
E10_P4_M44_L001,0
E11_P1_M44_L001,Rejected
E12_P3_M44_L001,Rejected
E1_P3_M44_L001,0
E1_P4_M44_L001,0
E1_P5_M44_L001,Rejected
E2_P4_M44_L001,Rejected
E3_P4_M44_L001,Rejected
E3_P5_M44_L001,Rejected
E5_P1_M44_L001,Rejected
E5_P5_M44_L001,Rejected
E6_P4_M44_L001,Rejected
E6_P5_M44_L001,0
E7_P3_M44_L001,Rejected
